#nid,label,prop1,prop2,prop3,start,end
4459,person,,high,neg,39,41
4459,person,,high,neg,42,43
4459,person,,high,neg,44,45
4459,person,,high,pos,48,50
4460,person,,low,neg,2,4
4460,person,,low,neg,5,7
4460,person,,low,neg,8,9
4460,person,,low,neg,10,12
4460,person,,low,neg,14,17
4460,person,,low,neg,18,21
4460,person,,low,neg,24,25
4460,person,,low,neg,26,27
4460,person,,low,neg,28,30
4460,person,,low,neg,31,33
4460,person,,low,neg,34,35
4460,person,,low,neg,37,39
4460,person,,low,neg,40,43
4460,person,,low,neg,44,47
4460,person,,low,neg,48,49
4461,person,,low,neg,1,2
4461,person,,low,neg,3,4
4461,person,,low,neg,5,7
4461,person,,low,neg,8,11
4461,person,,low,neg,12,13
4461,person,,low,neg,14,15
4461,person,,low,neg,16,17
4461,person,,low,neg,18,20
4461,person,,low,pos,21,24
4461,person,,low,neg,25,26
4461,person,,low,neg,27,30
4461,person,,low,neg,31,33
4461,person,,low,neg,34,36
4461,person,,low,pos,37,39
4461,person,,low,neg,40,41
4461,person,,low,neg,44,46
4461,person,,low,neg,47,48
4461,person,,low,neg,49,50
4462,person,,low,neg,1,2
4462,person,,low,neg,5,8
4462,person,,low,neg,9,10
4462,person,,low,neg,12,13
4462,person,,low,neg,14,16
4462,person,,low,neg,17,19
4462,person,,low,neg,20,21
4462,person,,low,neg,22,25
4462,person,,low,neg,27,28
4462,person,,low,neg,29,31
4462,person,,low,neg,32,35
4462,person,,low,neg,40,43
4462,person,,low,neg,44,45
4462,person,,low,neg,46,47
4462,person,,low,pos,48,49
4463,person,,low,neg,1,2
4463,person,,low,neg,4,7
4463,person,,low,neg,9,10
4463,person,,low,pos,11,14
4463,person,,low,neg,16,18
4463,person,,low,neg,19,21
4463,person,,low,neg,22,24
4463,person,,low,neg,26,27
4463,person,,low,neg,28,29
4463,person,,low,neg,30,32
4463,person,,low,neg,33,34
4463,person,,low,neg,37,38
4463,person,,low,neg,39,41
4463,person,,low,neg,43,45
4463,person,,low,neg,46,47
4463,person,,low,neg,48,50
4464,person,,low,neg,1,2
4464,person,,low,neg,3,4
4464,person,,low,neg,6,7
4464,person,,low,neg,8,11
4464,person,,low,neg,13,14
4464,person,,low,neg,15,16
4464,person,,low,neg,17,18
4464,person,,low,neg,19,20
4464,person,,low,neg,21,22
4464,person,,low,neg,24,27
4464,person,,low,neg,28,31
4464,person,,low,neg,34,35
4464,person,,low,neg,36,38
4464,person,,low,neg,39,40
4464,person,,low,neg,41,42
4464,person,,low,neg,44,45
4464,person,,low,neg,47,48
4464,person,,low,neg,49,50
4465,person,,low,neg,1,3
4465,person,,low,neg,4,7
4465,person,,low,neg,8,10
4465,person,,low,neg,12,14
4465,person,,low,neg,15,17
4465,person,,low,neg,18,21
4465,person,,low,neg,22,23
4465,person,,low,neg,24,26
4465,person,,low,neg,27,28
4465,person,,low,neg,29,30
4465,person,,low,neg,32,33
4465,person,,low,neg,34,35
4465,person,,low,neg,36,37
4465,person,,low,neg,39,41
4465,person,,low,neg,42,43
4465,person,,low,neg,44,45
4465,person,,low,neg,46,48
4466,person,,high,neg,1,3
4466,person,,high,neg,5,8
4466,person,,high,neg,9,12
4466,person,,high,neg,18,21
4466,person,,high,neg,22,23
4466,person,,high,neg,24,27
4466,person,,high,neg,28,30
4466,person,,high,neg,32,34
4466,person,,high,neg,35,36
4466,person,,high,neg,37,38
4466,person,,high,neg,39,40
4466,person,,high,neg,42,44
4466,person,,high,neg,48,49
4467,person,,high,neg,1,4
4467,person,,high,neg,7,9
4467,person,,high,neg,10,11
4467,person,,high,neg,12,14
4467,person,,high,pos,15,17
4467,person,,high,neg,19,21
4467,person,,high,neg,22,24
4467,person,,high,neg,25,26
4467,person,,high,neg,27,30
4467,person,,high,neg,32,34
4467,person,,high,neg,35,37
4467,person,,high,neg,38,40
4467,person,,high,neg,41,43
4467,person,,high,neg,44,47
4467,person,,high,neg,48,51
4468,person,,low,neg,1,4
4468,person,,low,neg,5,6
4468,person,,low,neg,8,10
4468,person,,low,neg,12,14
4468,person,,low,pos,16,17
4468,person,,low,neg,18,20
4468,person,,low,neg,21,24
4468,person,,low,neg,25,26
4468,person,,low,neg,27,30
4468,person,,low,neg,34,35
4468,person,,low,neg,36,39
4468,person,,low,neg,40,41
4468,person,,low,neg,42,45
4468,person,,low,neg,46,48
4468,person,,low,neg,49,50
4469,person,,high,neg,2,4
4469,person,,high,neg,5,8
4469,person,,high,neg,9,11
4469,person,,high,neg,12,14
4469,person,,high,neg,15,16
4469,person,,high,neg,18,20
4469,person,,high,neg,22,24
4469,person,,high,neg,25,27
4469,person,,high,neg,28,30
4469,person,,high,neg,31,32
4469,person,,high,neg,35,36
4469,person,,high,neg,37,39
4469,person,,high,neg,40,42
4469,person,,high,neg,43,46
4469,person,,high,neg,47,49
4470,person,,low,neg,1,2
4470,person,,low,neg,4,6
4470,person,,low,neg,8,10
4470,person,,low,neg,13,16
4470,person,,low,neg,18,20
4470,person,,low,neg,21,23
4470,person,,low,neg,24,25
4470,person,,low,neg,27,28
4470,person,,low,neg,29,31
4470,person,,low,neg,33,36
4470,person,,low,neg,38,39
4470,person,,low,neg,42,44
4470,person,,low,neg,46,48
4471,person,,low,neg,3,5
4471,person,,low,neg,7,8
4471,person,,low,neg,9,10
4471,person,,low,neg,11,12
4471,person,,low,neg,13,16
4471,person,,low,neg,17,18
4471,person,,low,neg,19,22
4471,person,,low,neg,23,25
4471,person,,low,neg,26,29
4471,person,,low,neg,30,31
4471,person,,low,neg,32,34
4471,person,,low,neg,35,36
4471,person,,low,neg,37,39
4471,person,,low,neg,40,42
4471,person,,low,neg,43,44
4471,person,,low,neg,45,47
4471,person,,low,neg,48,49
4472,person,,low,neg,2,5
4472,person,,low,neg,6,8
4472,person,,low,neg,9,11
4472,person,,low,neg,12,13
4472,person,,low,neg,14,16
4472,person,,low,neg,17,19
4472,person,,low,neg,21,23
4472,person,,low,neg,25,26
4472,person,,low,neg,27,28
4472,person,,low,neg,29,30
4472,person,,low,neg,31,33
4472,person,,low,neg,34,37
4472,person,,low,neg,38,40
4472,person,,low,neg,41,43
4472,person,,low,neg,44,47
4472,person,,low,neg,48,50
4473,person,,low,neg,1,2
4473,person,,low,neg,3,5
4473,person,,low,neg,6,7
4473,person,,low,neg,8,9
4473,person,,low,neg,10,12
4473,person,,low,neg,13,15
4473,person,,low,neg,16,19
4473,person,,low,neg,20,23
4473,person,,low,neg,24,27
4473,person,,low,neg,28,31
4473,person,,low,neg,32,35
4473,person,,low,neg,38,40
4473,person,,low,neg,41,44
4473,person,,low,neg,45,48
4474,person,,low,neg,1,2
4474,person,,low,neg,3,5
4474,person,,low,neg,6,8
4474,person,,low,neg,9,10
4474,person,,low,neg,12,15
4474,person,,low,neg,16,17
4474,person,,low,neg,18,19
4474,person,,low,neg,20,22
4474,person,,low,neg,23,26
4474,person,,low,neg,27,28
4474,person,,low,neg,29,31
4474,person,,low,neg,32,34
4474,person,,low,neg,36,37
4474,person,,low,neg,38,39
4474,person,,low,neg,40,43
4474,person,,low,neg,44,45
4474,person,,low,neg,46,48
4475,person,,low,neg,1,3
4475,person,,low,neg,4,7
4475,person,,low,neg,8,11
4475,person,,low,neg,12,14
4475,person,,low,neg,15,16
4475,person,,low,neg,17,19
4475,person,,low,neg,20,21
4475,person,,low,neg,22,24
4475,person,,low,neg,25,28
4475,person,,low,neg,29,32
4475,person,,low,neg,33,34
4475,person,,low,neg,36,39
4475,person,,low,neg,40,42
4475,person,,low,neg,43,44
4475,person,,low,neg,45,46
4475,person,,low,neg,47,49
4476,person,,low,neg,1,3
4476,person,,low,pos,4,5
4476,person,,low,neg,10,13
4476,person,,low,neg,15,18
4476,person,,low,neg,20,21
4476,person,,low,neg,23,25
4476,person,,low,neg,26,27
4476,person,,low,neg,28,29
4476,person,,low,neg,30,32
4476,person,,low,neg,33,34
4476,person,,low,neg,35,37
4476,person,,low,neg,38,40
4476,person,,low,neg,41,43
4476,person,,low,neg,44,47
4477,person,,low,neg,1,3
4477,person,,low,neg,5,6
4477,person,,low,neg,7,8
4477,person,,low,neg,9,10
4477,person,,low,neg,11,14
4477,person,,low,neg,16,18
4477,person,,low,neg,19,21
4477,person,,low,neg,22,23
4477,person,,low,neg,24,25
4477,person,,low,neg,26,29
4477,person,,low,neg,30,31
4477,person,,low,neg,32,35
4477,person,,low,neg,36,37
4477,person,,low,neg,38,39
4477,person,,low,neg,40,42
4477,person,,low,neg,43,45
4477,person,,low,neg,46,48
4478,person,,low,neg,1,3
4478,person,,low,neg,4,5
4478,person,,low,neg,6,8
4478,person,,low,neg,9,10
4478,person,,low,neg,12,14
4478,person,,low,neg,15,16
4478,person,,low,neg,17,19
4478,person,,low,neg,20,23
4478,person,,low,neg,24,27
4478,person,,low,neg,28,29
4478,person,,low,neg,32,33
4478,person,,low,neg,35,36
4478,person,,low,neg,38,41
4478,person,,low,neg,42,43
4478,person,,low,neg,44,45
4478,person,,low,neg,46,49
4479,person,,low,neg,1,3
4479,person,,low,neg,4,6
4479,person,,low,neg,9,10
4479,person,,low,neg,12,15
4479,person,,low,neg,18,20
4479,person,,low,neg,21,22
4479,person,,low,neg,23,25
4479,person,,low,neg,26,29
4479,person,,low,neg,31,33
4479,person,,low,neg,34,35
4479,person,,low,neg,36,37
4479,person,,low,neg,38,41
4479,person,,low,neg,42,43
4479,person,,low,neg,44,46
4479,person,,low,neg,47,49
4480,person,,low,neg,2,3
4480,person,,low,neg,4,6
4480,person,,low,neg,7,9
4480,person,,low,neg,12,15
4480,person,,low,neg,16,19
4480,person,,low,neg,22,25
4480,person,,low,neg,26,27
4480,person,,low,neg,28,30
4480,person,,low,neg,31,32
4480,person,,low,neg,33,36
4480,person,,low,neg,39,41
4480,person,,low,neg,42,45
4480,person,,low,neg,46,49
4481,person,,low,neg,1,2
4481,person,,low,neg,3,4
4481,person,,low,neg,6,7
4481,person,,low,neg,8,9
4481,person,,low,neg,10,11
4481,person,,low,neg,13,16
4481,person,,low,neg,18,19
4481,person,,low,neg,22,25
4481,person,,low,neg,27,28
4481,person,,low,pos,29,31
4481,person,,low,neg,32,35
4481,person,,low,neg,37,38
4481,person,,low,neg,39,41
4481,person,,low,neg,43,45
4481,person,,low,neg,46,47
4481,person,,low,neg,48,49
4482,person,,low,neg,2,3
4482,person,,low,pos,4,6
4482,person,,low,neg,9,11
4482,person,,low,neg,13,15
4482,person,,low,neg,18,19
4482,person,,low,neg,20,22
4482,person,,low,neg,23,26
4482,person,,low,neg,27,30
4482,person,,low,neg,31,33
4482,person,,low,neg,35,37
4482,person,,low,neg,38,40
4482,person,,low,neg,41,43
4482,person,,low,neg,45,48
4483,person,,low,neg,1,2
4483,person,,low,neg,5,7
4483,person,,low,neg,8,9
4483,person,,low,neg,11,12
4483,person,,low,neg,14,15
4483,person,,low,neg,18,19
4483,person,,low,neg,20,21
4483,person,,low,neg,23,26
4483,person,,low,neg,29,30
4483,person,,low,neg,31,33
4483,person,,low,neg,34,36
4483,person,,low,neg,38,41
4483,person,,low,neg,42,44
4483,person,,low,neg,45,47
4484,person,,low,neg,1,3
4484,person,,low,neg,4,6
4484,person,,low,neg,7,8
4484,person,,low,neg,9,10
4484,person,,low,neg,12,14
4484,person,,low,neg,15,17
4484,person,,low,neg,18,20
4484,person,,low,neg,21,23
4484,person,,low,neg,24,25
4484,person,,low,neg,26,28
4484,person,,low,neg,29,32
4484,person,,low,neg,33,34
4484,person,,low,neg,35,36
4484,person,,low,neg,37,40
4484,person,,low,neg,41,43
4484,person,,low,neg,44,46
4484,person,,low,neg,47,49
4485,person,,high,neg,1,3
4485,person,,high,neg,5,6
4485,person,,high,neg,8,10
4485,person,,high,neg,12,13
4485,person,,high,neg,14,15
4485,person,,high,neg,16,19
4485,person,,high,neg,20,21
4485,person,,high,neg,22,23
4485,person,,high,neg,24,26
4485,person,,high,neg,27,30
4485,person,,high,neg,31,32
4485,person,,high,neg,34,36
4485,person,,high,neg,38,40
4485,person,,high,neg,41,42
4485,person,,high,neg,45,46
4485,person,,high,neg,47,50
4486,person,,high,neg,1,2
4486,person,,high,neg,3,4
4486,person,,high,neg,5,8
4486,person,,high,neg,9,11
4486,person,,high,neg,12,14
4486,person,,high,neg,16,18
4486,person,,high,neg,19,20
4486,person,,high,neg,21,23
4486,person,,high,neg,24,25
4486,person,,high,neg,26,28
4486,person,,high,neg,30,31
4486,person,,high,neg,32,33
4486,person,,high,neg,34,36
4486,person,,high,neg,38,40
4486,person,,high,neg,41,42
4486,person,,high,pos,44,47
4487,person,,low,neg,1,3
4487,person,,low,neg,4,5
4487,person,,low,neg,6,8
4487,person,,low,neg,9,11
4487,person,,low,neg,12,15
4487,person,,low,neg,17,18
4487,person,,low,neg,19,21
4487,person,,low,neg,22,23
4487,person,,low,neg,24,25
4487,person,,low,neg,29,32
4487,person,,low,neg,33,35
4487,person,,low,neg,36,38
4487,person,,low,neg,39,41
4487,person,,low,neg,42,44
4487,person,,low,neg,45,46
4487,person,,low,neg,47,50
4488,person,,low,neg,2,3
4488,person,,low,neg,4,5
4488,person,,low,neg,7,10
4488,person,,low,neg,12,13
4488,person,,low,neg,14,16
4488,person,,low,neg,17,18
4488,person,,low,neg,19,21
4488,person,,low,neg,24,26
4488,person,,low,neg,28,29
4488,person,,low,neg,30,32
4488,person,,low,neg,33,34
4488,person,,low,neg,35,37
4488,person,,low,neg,39,42
4488,person,,low,neg,43,46
4488,person,,low,neg,47,49
4489,person,,low,neg,1,3
4489,person,,low,neg,5,8
4489,person,,low,neg,9,10
4489,person,,low,neg,11,13
4489,person,,low,neg,14,17
4489,person,,low,pos,18,19
4489,person,,low,neg,20,21
4489,person,,low,neg,22,23
4489,person,,low,neg,24,27
4489,person,,low,neg,28,29
4489,person,,low,neg,30,33
4489,person,,low,neg,34,37
4489,person,,low,neg,38,39
4489,person,,low,neg,40,41
4489,person,,low,neg,42,44
4489,person,,low,neg,45,46
4489,person,,low,neg,47,49
4490,person,,low,neg,1,2
4490,person,,low,neg,4,5
4490,person,,low,neg,6,8
4490,person,,low,pos,9,11
4490,person,,low,neg,14,16
4490,person,,low,neg,17,20
4490,person,,low,neg,22,24
4490,person,,low,neg,25,27
4490,person,,low,neg,28,31
4490,person,,low,neg,33,36
4490,person,,low,neg,37,38
4490,person,,low,neg,39,42
4490,person,,low,neg,43,44
4490,person,,low,neg,45,48
4491,person,,low,neg,1,3
4491,person,,low,neg,4,5
4491,person,,low,neg,6,8
4491,person,,low,neg,9,11
4491,person,,low,pos,12,14
4491,person,,low,neg,15,18
4491,person,,low,neg,21,22
4491,person,,low,neg,24,26
4491,person,,low,neg,27,28
4491,person,,low,neg,30,32
4491,person,,low,neg,33,35
4491,person,,low,neg,36,39
4491,person,,low,neg,40,42
4491,person,,low,neg,43,45
4491,person,,low,neg,46,47
4491,person,,low,neg,49,50
4492,person,,low,neg,1,3
4492,person,,low,neg,6,7
4492,person,,low,neg,8,9
4492,person,,low,neg,10,12
4492,person,,low,neg,13,15
4492,person,,low,neg,17,19
4492,person,,low,neg,20,22
4492,person,,low,neg,23,24
4492,person,,low,neg,25,28
4492,person,,low,neg,29,32
4492,person,,low,neg,33,34
4492,person,,low,neg,36,39
4492,person,,low,neg,41,44
4492,person,,low,neg,46,47
4493,person,,low,neg,1,3
4493,person,,low,neg,4,7
4493,person,,low,neg,9,11
4493,person,,low,neg,12,15
4493,person,,low,neg,17,20
4493,person,,low,neg,22,25
4493,person,,low,neg,26,28
4493,person,,low,neg,31,32
4493,person,,low,neg,34,36
4493,person,,low,neg,37,40
4493,person,,low,neg,41,43
4493,person,,low,neg,44,46
4493,person,,low,neg,47,48
4494,person,,high,neg,1,2
4494,person,,high,neg,3,5
4494,person,,high,pos,6,7
4494,person,,high,neg,10,13
4494,person,,high,neg,14,17
4494,person,,high,neg,18,20
4494,person,,high,neg,22,24
4494,person,,high,neg,27,29
4494,person,,high,neg,30,31
4494,person,,high,neg,32,33
4494,person,,high,pos,35,38
4494,person,,high,neg,39,40
4494,person,,high,neg,41,42
4494,person,,high,neg,43,44
4494,person,,high,neg,47,49
4495,person,,low,neg,1,2
4495,person,,low,neg,3,5
4495,person,,low,neg,6,8
4495,person,,low,neg,13,15
4495,person,,low,neg,16,17
4495,person,,low,neg,18,19
4495,person,,low,neg,21,22
4495,person,,low,neg,23,25
4495,person,,low,neg,26,28
4495,person,,low,neg,30,32
4495,person,,low,pos,33,35
4495,person,,low,pos,38,40
4495,person,,low,neg,41,43
4495,person,,low,neg,44,45
4495,person,,low,neg,46,49
4496,person,,low,neg,1,2
4496,person,,low,neg,3,4
4496,person,,low,neg,5,7
4496,person,,low,neg,10,12
4496,person,,low,neg,13,16
4496,person,,low,neg,18,20
4496,person,,low,neg,21,24
4496,person,,low,neg,27,28
4496,person,,low,neg,29,32
4496,person,,low,neg,33,35
4496,person,,low,pos,36,38
4496,person,,low,neg,39,40
4496,person,,low,neg,43,44
4496,person,,low,neg,45,47
4496,person,,low,pos,48,50
4497,person,,low,neg,1,2
4497,person,,low,neg,3,5
4497,person,,low,neg,7,9
4497,person,,low,neg,10,11
4497,person,,low,neg,13,14
4497,person,,low,neg,15,16
4497,person,,low,neg,17,18
4497,person,,low,neg,21,24
4497,person,,low,pos,25,27
4497,person,,low,neg,28,29
4497,person,,low,neg,30,31
4497,person,,low,neg,32,34
4497,person,,low,neg,35,38
4497,person,,low,neg,39,41
4497,person,,low,neg,42,44
4497,person,,low,neg,45,47
4497,person,,low,neg,48,50
4498,person,,low,neg,1,2
4498,person,,low,neg,3,5
4498,person,,low,neg,7,9
4498,person,,low,neg,10,11
4498,person,,low,neg,12,14
4498,person,,low,neg,15,17
4498,person,,low,neg,18,20
4498,person,,low,neg,21,22
4498,person,,low,neg,25,27
4498,person,,low,neg,28,30
4498,person,,low,neg,31,33
4498,person,,low,neg,34,35
4498,person,,low,neg,36,39
4498,person,,low,neg,40,43
4498,person,,low,neg,46,49
4499,person,,low,neg,2,3
4499,person,,low,neg,6,7
4499,person,,low,neg,11,12
4499,person,,low,neg,13,14
4499,person,,low,neg,15,17
4499,person,,low,neg,18,19
4499,person,,low,neg,20,22
4499,person,,low,neg,25,28
4499,person,,low,neg,29,30
4499,person,,low,neg,31,33
4499,person,,low,neg,34,36
4499,person,,low,neg,37,40
4499,person,,low,neg,41,43
4499,person,,low,neg,44,46
4499,person,,low,neg,47,49
4500,person,,low,neg,2,5
4500,person,,low,neg,7,8
4500,person,,low,neg,9,10
4500,person,,low,neg,11,13
4500,person,,low,neg,16,17
4500,person,,low,neg,18,19
4500,person,,low,neg,20,22
4500,person,,low,neg,23,26
4500,person,,low,neg,27,29
4500,person,,low,neg,31,33
4500,person,,low,neg,34,36
4500,person,,low,neg,37,39
4500,person,,low,neg,41,42
4500,person,,low,neg,43,44
4500,person,,low,neg,46,47
4500,person,,low,neg,49,52
4501,person,,low,neg,2,4
4501,person,,low,neg,5,6
4501,person,,low,neg,7,8
4501,person,,low,neg,9,12
4501,person,,low,neg,13,16
4501,person,,low,neg,19,22
4501,person,,low,neg,24,26
4501,person,,low,neg,27,29
4501,person,,low,neg,32,35
4501,person,,low,neg,36,38
4501,person,,low,neg,39,41
4501,person,,low,neg,44,47
4501,person,,low,neg,48,49
4502,person,,high,neg,1,2
4502,person,,high,neg,3,5
4502,person,,high,neg,6,8
4502,person,,high,neg,10,11
4502,person,,high,neg,12,15
4502,person,,high,neg,16,19
4502,person,,high,neg,20,21
4502,person,,high,neg,23,26
4502,person,,high,neg,27,30
4502,person,,high,neg,31,32
4502,person,,high,neg,33,34
4502,person,,high,neg,35,36
4502,person,,high,neg,37,38
4502,person,,high,neg,39,42
4502,person,,high,neg,43,44
4502,person,,high,neg,45,48
4503,person,,low,neg,1,3
4503,person,,low,neg,4,5
4503,person,,low,neg,7,8
4503,person,,low,pos,9,10
4503,person,,low,neg,11,14
4503,person,,low,neg,16,17
4503,person,,low,neg,18,20
4503,person,,low,neg,22,25
4503,person,,low,neg,26,27
4503,person,,low,neg,30,32
4503,person,,low,neg,33,35
4503,person,,low,neg,36,37
4503,person,,low,neg,38,40
4503,person,,low,neg,41,42
4503,person,,low,neg,43,46
4503,person,,low,neg,47,48
4504,person,,low,neg,1,4
4504,person,,low,neg,5,8
4504,person,,low,neg,10,13
4504,person,,low,pos,14,15
4504,person,,low,neg,16,19
4504,person,,low,neg,20,22
4504,person,,low,neg,24,25
4504,person,,low,neg,27,28
4504,person,,low,pos,29,30
4504,person,,low,neg,32,33
4504,person,,low,neg,36,37
4504,person,,low,neg,38,40
4504,person,,low,neg,41,42
4504,person,,low,neg,44,47
4505,person,,low,pos,2,4
4505,person,,low,neg,6,8
4505,person,,low,neg,10,11
4505,person,,low,neg,12,14
4505,person,,low,neg,15,18
4505,person,,low,neg,19,21
4505,person,,low,neg,22,24
4505,person,,low,neg,25,26
4505,person,,low,neg,27,28
4505,person,,low,neg,29,32
4505,person,,low,neg,33,34
4505,person,,low,neg,35,37
4505,person,,low,neg,39,40
4505,person,,low,neg,41,42
4505,person,,low,neg,43,45
4505,person,,low,neg,46,49
4506,person,,low,neg,1,4
4506,person,,low,neg,6,7
4506,person,,low,neg,8,11
4506,person,,low,neg,12,13
4506,person,,low,neg,14,16
4506,person,,low,neg,17,19
4506,person,,low,neg,20,21
4506,person,,low,neg,22,23
4506,person,,low,neg,24,25
4506,person,,low,neg,26,27
4506,person,,low,neg,28,30
4506,person,,low,neg,32,35
4506,person,,low,neg,36,37
4506,person,,low,neg,39,41
4506,person,,low,neg,42,43
4506,person,,low,neg,45,46
4506,person,,low,neg,47,50
4507,person,,low,neg,1,3
4507,person,,low,neg,4,7
4507,person,,low,neg,8,10
4507,person,,low,pos,11,13
4507,person,,low,neg,15,16
4507,person,,low,neg,17,19
4507,person,,low,neg,20,22
4507,person,,low,neg,23,24
4507,person,,low,neg,25,27
4507,person,,low,neg,30,33
4507,person,,low,neg,34,35
4507,person,,low,neg,36,39
4507,person,,low,neg,43,44
4507,person,,low,neg,45,46
4507,person,,low,neg,47,49
4508,person,,high,neg,1,4
4508,person,,high,neg,5,6
4508,person,,high,neg,7,9
4508,person,,high,pos,11,13
4508,person,,high,neg,14,16
4508,person,,high,neg,17,18
4508,person,,high,neg,19,22
4508,person,,high,neg,23,24
4508,person,,high,neg,25,26
4508,person,,high,neg,27,28
4508,person,,high,neg,29,32
4508,person,,high,neg,33,35
4508,person,,high,neg,36,37
4508,person,,high,neg,38,40
4508,person,,high,neg,41,42
4508,person,,high,neg,44,46
4509,person,,low,neg,1,2
4509,person,,low,neg,4,6
4509,person,,low,neg,7,10
4509,person,,low,neg,11,14
4509,person,,low,neg,15,18
4509,person,,low,pos,19,20
4509,person,,low,neg,21,23
4509,person,,low,neg,24,26
4509,person,,low,neg,27,29
4509,person,,low,neg,30,32
4509,person,,low,pos,34,35
4509,person,,low,neg,36,39
4509,person,,low,neg,40,42
4509,person,,low,neg,43,44
4509,person,,low,neg,45,46
4509,person,,low,neg,47,48
4510,person,,low,neg,1,3
4510,person,,low,neg,4,6
4510,person,,low,neg,7,8
4510,person,,low,neg,10,12
4510,person,,low,neg,14,17
4510,person,,low,neg,18,19
4510,person,,low,neg,20,23
4510,person,,low,neg,24,26
4510,person,,low,neg,28,29
4510,person,,low,neg,32,33
4510,person,,low,neg,35,37
4510,person,,low,neg,38,41
4510,person,,low,neg,42,45
4510,person,,low,neg,46,47
4510,person,,low,neg,48,49
4511,person,,low,neg,1,3
4511,person,,low,neg,4,6
4511,person,,low,neg,7,10
4511,person,,low,neg,11,13
4511,person,,low,neg,15,16
4511,person,,low,neg,17,20
4511,person,,low,neg,21,22
4511,person,,low,neg,23,26
4511,person,,low,neg,27,28
4511,person,,low,neg,29,31
4511,person,,low,neg,32,34
4511,person,,low,neg,35,36
4511,person,,low,neg,37,40
4511,person,,low,neg,41,44
4511,person,,low,neg,45,47
4511,person,,low,pos,48,50
4512,person,,low,neg,1,4
4512,person,,low,neg,5,6
4512,person,,low,neg,7,9
4512,person,,low,neg,12,14
4512,person,,low,neg,15,16
4512,person,,low,neg,18,19
4512,person,,low,neg,20,23
4512,person,,low,neg,24,26
4512,person,,low,pos,28,31
4512,person,,low,neg,32,34
4512,person,,low,neg,36,37
4512,person,,low,neg,38,39
4512,person,,low,neg,41,43
4512,person,,low,neg,45,47
4512,person,,low,neg,48,50
4513,person,,low,neg,5,8
4513,person,,low,neg,9,11
4513,person,,low,neg,13,16
4513,person,,low,neg,17,18
4513,person,,low,neg,20,21
4513,person,,low,pos,22,24
4513,person,,low,neg,25,27
4513,person,,low,neg,28,30
4513,person,,low,neg,32,34
4513,person,,low,neg,36,37
4513,person,,low,neg,38,39
4513,person,,low,neg,40,42
4513,person,,low,pos,44,47
4513,person,,low,neg,48,51
4514,person,,high,neg,1,2
4514,person,,high,neg,4,6
4514,person,,high,neg,7,9
4514,person,,high,neg,11,13
4514,person,,high,neg,14,17
4514,person,,high,pos,18,21
4514,person,,high,neg,22,23
4514,person,,high,neg,25,26
4514,person,,high,neg,28,30
4514,person,,high,neg,31,32
4514,person,,high,neg,35,37
4514,person,,high,neg,38,40
4514,person,,high,neg,43,44
4514,person,,high,neg,45,47
4515,person,,high,neg,1,4
4515,person,,high,neg,6,7
4515,person,,high,neg,8,11
4515,person,,high,neg,13,16
4515,person,,high,neg,17,18
4515,person,,high,neg,19,21
4515,person,,high,neg,23,25
4515,person,,high,neg,26,28
4515,person,,high,neg,29,31
4515,person,,high,neg,32,33
4515,person,,high,neg,34,37
4515,person,,high,neg,38,40
4515,person,,high,neg,42,43
4515,person,,high,neg,46,48
4515,person,,high,neg,49,51
4516,person,,low,neg,1,3
4516,person,,low,neg,6,8
4516,person,,low,neg,9,10
4516,person,,low,neg,12,15
4516,person,,low,neg,18,19
4516,person,,low,neg,21,22
4516,person,,low,neg,23,25
4516,person,,low,neg,26,27
4516,person,,low,neg,28,29
4516,person,,low,neg,30,33
4516,person,,low,neg,36,37
4516,person,,low,neg,38,39
4516,person,,low,neg,43,45
4516,person,,low,neg,46,48
4516,person,,low,neg,49,50
4517,person,,low,neg,1,2
4517,person,,low,neg,4,7
4517,person,,low,pos,11,12
4517,person,,low,pos,13,14
4517,person,,low,neg,15,18
4517,person,,low,neg,20,21
4517,person,,low,neg,24,25
4517,person,,low,neg,27,28
4517,person,,low,neg,29,30
4517,person,,low,neg,33,34
4517,person,,low,neg,36,38
4517,person,,low,neg,40,41
4517,person,,low,neg,42,43
4517,person,,low,neg,44,47
4517,person,,low,neg,48,49
4518,person,,high,neg,2,4
4518,person,,high,neg,5,8
4518,person,,high,neg,9,10
4518,person,,high,neg,13,15
4518,person,,high,neg,16,17
4518,person,,high,neg,18,20
4518,person,,high,neg,21,24
4518,person,,high,neg,25,28
4518,person,,high,neg,29,30
4518,person,,high,neg,33,36
4518,person,,high,neg,37,38
4518,person,,high,neg,39,40
4518,person,,high,neg,41,43
4518,person,,high,neg,44,46
4518,person,,high,neg,47,48
4518,person,,high,neg,49,51
4519,person,,low,neg,1,4
4519,person,,low,neg,5,6
4519,person,,low,neg,8,9
4519,person,,low,neg,10,12
4519,person,,low,neg,14,15
4519,person,,low,neg,17,20
4519,person,,low,neg,21,24
4519,person,,low,neg,25,27
4519,person,,low,neg,30,31
4519,person,,low,neg,32,35
4519,person,,low,neg,36,37
4519,person,,low,neg,39,42
4519,person,,low,neg,43,45
4519,person,,low,neg,46,47
4520,person,,low,neg,1,3
4520,person,,low,neg,4,7
4520,person,,low,neg,9,12
4520,person,,low,neg,13,15
4520,person,,low,neg,16,17
4520,person,,low,neg,19,22
4520,person,,low,neg,23,25
4520,person,,low,pos,27,28
4520,person,,low,neg,29,30
